,user_id,vehicle_model,battery_capacity_kWh,charging_station_id,charging_station_location,charging_start,charging_end,charging_duration_hours,charging_cost_usd,time_of_day,day_of_week,vehicle_age_years,charger_type,user_type,vehicle_brand,ev_type,logo,state_id,state_name,lat,lng,type_of_current,voltage,connector_type,connector_image
992,1161,Tesla Model 3,28.5922,159,New York,2024-02-18 08:00:00,2024-02-18 10:33:00,2.18615,14.5028,Afternoon,Thursday,4,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
993,1162,Tesla Model 3,62.0,279,Los Angeles,2024-02-18 09:00:00,2024-02-18 09:39:00,1.65916,17.6231,Morning,Tuesday,6,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
994,1163,Chevy Bolt,85.0,304,Los Angeles,2024-02-18 10:00:00,2024-02-18 11:42:00,3.71739,19.6493,Afternoon,Thursday,1,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
995,1164,BMW i3,75.0,404,Chicago,2024-02-18 11:00:00,2024-02-18 14:36:00,1.71783,16.0843,Evening,Thursday,5,Level 1,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
996,1165,Nissan Leaf,62.0,381,San Francisco,2024-02-18 12:00:00,2024-02-18 13:00:00,0.602417,33.8119,Morning,Sunday,1,Level 2,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
997,1166,Nissan Leaf,110.658,166,Chicago,2024-02-18 13:00:00,2024-02-18 16:05:00,1.47067,16.0762,Afternoon,Saturday,6,Level 2,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
998,1167,Hyundai Kona,100.0,311,San Francisco,2024-02-18 14:00:00,2024-02-18 15:29:00,3.79982,13.6119,Night,Friday,4,Level 2,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
999,1168,Hyundai Kona,100.0,68,Los Angeles,2024-02-18 15:00:00,2024-02-18 17:40:00,1.64042,15.8064,Afternoon,Tuesday,6,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1000,1169,Nissan Leaf,62.0,463,New York,2024-02-18 16:00:00,2024-02-18 18:27:00,2.84419,38.6464,Night,Wednesday,5,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1001,1170,Hyundai Kona,100.0,88,Houston,2024-02-18 17:00:00,2024-02-18 20:32:00,2.85835,38.0364,Afternoon,Tuesday,4,Level 1,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1002,1171,Chevy Bolt,50.0,217,Los Angeles,2024-02-18 18:00:00,2024-02-18 18:43:00,0.729883,35.2654,Night,Sunday,1,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1003,1172,Nissan Leaf,50.0,1,New York,2024-02-18 19:00:00,2024-02-18 22:35:00,0.56411,33.7126,Afternoon,Thursday,5,DC Fast Charger,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1004,1173,Hyundai Kona,50.0,135,Los Angeles,2024-02-18 20:00:00,2024-02-18 22:52:00,1.3745,8.15486,Night,Monday,3,DC Fast Charger,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1005,1174,Nissan Leaf,100.0,185,Chicago,2024-02-18 21:00:00,2024-02-18 21:31:00,3.68149,38.7662,Morning,Tuesday,1,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1006,1175,BMW i3,100.0,351,San Francisco,2024-02-18 22:00:00,2024-02-18 22:53:00,2.78184,12.9776,Morning,Friday,0,DC Fast Charger,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1007,1176,Tesla Model 3,100.565,140,Los Angeles,2024-02-18 23:00:00,2024-02-19 02:55:00,2.90654,25.4853,Night,Monday,1,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1008,1177,Nissan Leaf,75.0,106,New York,2024-02-19 00:00:00,2024-02-19 01:33:00,1.27837,15.1413,Afternoon,Wednesday,0,Level 2,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1009,1178,Tesla Model 3,48.3537,133,Chicago,2024-02-19 01:00:00,2024-02-19 04:48:00,3.03691,20.3396,Evening,Wednesday,4,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1010,1179,Hyundai Kona,50.0,108,Houston,2024-02-19 02:00:00,2024-02-19 04:09:00,2.29045,34.3997,Evening,Monday,3,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1011,1180,Tesla Model 3,100.0,178,Chicago,2024-02-19 03:00:00,2024-02-19 05:23:00,1.70467,18.408,Evening,Sunday,6,Level 2,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1012,1181,Nissan Leaf,62.0,298,San Francisco,2024-02-19 04:00:00,2024-02-19 04:53:00,2.85721,19.2956,Evening,Wednesday,6,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1013,1182,BMW i3,100.0,358,Chicago,2024-02-19 05:00:00,2024-02-19 08:04:00,1.66397,17.933,Night,Monday,3,DC Fast Charger,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1014,1183,Hyundai Kona,100.0,380,Houston,2024-02-19 06:00:00,2024-02-19 09:14:00,2.85882,34.4481,Morning,Thursday,7,DC Fast Charger,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1015,1184,Nissan Leaf,75.0,396,New York,2024-02-19 07:00:00,2024-02-19 09:00:00,1.90648,37.0187,Morning,Monday,3,Level 2,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1016,1186,Chevy Bolt,85.0,146,San Francisco,2024-02-19 09:00:00,2024-02-19 12:40:00,2.85024,22.6461,Morning,Sunday,0,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1017,1187,Tesla Model 3,75.0,450,Houston,2024-02-19 10:00:00,2024-02-19 13:56:00,3.60923,35.8589,Night,Friday,6,DC Fast Charger,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1018,1192,Tesla Model 3,75.0,122,Los Angeles,2024-02-19 15:00:00,2024-02-19 18:06:00,1.09535,11.9895,Night,Monday,7,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1019,1193,Hyundai Kona,85.0,17,Los Angeles,2024-02-19 16:00:00,2024-02-19 16:30:00,2.4616,17.7846,Afternoon,Sunday,4,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1020,1194,Nissan Leaf,75.0,196,San Francisco,2024-02-19 17:00:00,2024-02-19 18:19:00,2.42141,37.9858,Evening,Thursday,0,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1021,1195,Hyundai Kona,85.0,327,New York,2024-02-19 18:00:00,2024-02-19 20:19:00,4.22667,25.0308,Night,Friday,5,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1022,1196,Tesla Model 3,62.0,318,San Francisco,2024-02-19 19:00:00,2024-02-19 21:48:00,1.88766,30.8654,Morning,Sunday,2,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1023,1197,Nissan Leaf,50.0,297,Chicago,2024-02-19 20:00:00,2024-02-19 21:43:00,1.19291,17.0201,Evening,Friday,6,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1024,1198,Hyundai Kona,75.0,479,Los Angeles,2024-02-19 21:00:00,2024-02-20 00:36:00,3.09977,31.2227,Night,Friday,3,Level 1,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1025,1199,BMW i3,100.0,499,Los Angeles,2024-02-19 22:00:00,2024-02-19 23:31:00,2.84882,26.8282,Night,Wednesday,3,Level 1,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1026,1200,Nissan Leaf,50.0,252,Los Angeles,2024-02-19 23:00:00,2024-02-20 00:50:00,2.61406,33.9939,Morning,Friday,3,DC Fast Charger,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1027,1201,Nissan Leaf,75.0,487,New York,2024-02-20 00:00:00,2024-02-20 03:13:00,1.02083,31.7011,Afternoon,Saturday,4,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1028,1202,BMW i3,75.0,119,New York,2024-02-20 01:00:00,2024-02-20 02:25:00,3.40581,15.365,Night,Tuesday,7,Level 1,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1029,1203,Chevy Bolt,86.7181,162,Houston,2024-02-20 02:00:00,2024-02-20 04:20:00,2.94292,32.9642,Night,Wednesday,3,Level 1,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1030,1204,Tesla Model 3,75.0,198,San Francisco,2024-02-20 03:00:00,2024-02-20 03:50:00,3.73627,21.0068,Morning,Monday,2,DC Fast Charger,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1031,1205,Chevy Bolt,100.0,498,San Francisco,2024-02-20 04:00:00,2024-02-20 06:50:00,1.59903,19.2305,Evening,Tuesday,3,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1032,1206,Hyundai Kona,100.0,486,Chicago,2024-02-20 05:00:00,2024-02-20 05:38:00,1.30933,35.5479,Night,Wednesday,4,Level 2,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1033,1208,Chevy Bolt,61.9534,314,New York,2024-02-20 07:00:00,2024-02-20 10:52:00,3.6619,9.64417,Afternoon,Wednesday,2,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1034,1209,Nissan Leaf,50.0,179,Chicago,2024-02-20 08:00:00,2024-02-20 09:39:00,0.69413,35.4752,Morning,Thursday,4,Level 1,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1035,1210,Hyundai Kona,75.0,382,Chicago,2024-02-20 09:00:00,2024-02-20 11:38:00,1.46177,46.1729,Afternoon,Tuesday,5,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1036,1212,Chevy Bolt,62.0,44,San Francisco,2024-02-20 11:00:00,2024-02-20 14:47:00,2.81904,14.8735,Afternoon,Saturday,5,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1037,1213,Chevy Bolt,100.0,271,Los Angeles,2024-02-20 12:00:00,2024-02-20 15:54:00,2.70599,29.2449,Night,Tuesday,1,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1038,1214,BMW i3,86.1665,78,San Francisco,2024-02-20 13:00:00,2024-02-20 14:25:00,3.06954,43.3741,Morning,Friday,2,Level 1,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1039,1215,Tesla Model 3,75.0,326,Chicago,2024-02-20 14:00:00,2024-02-20 15:00:00,3.2544,12.8582,Afternoon,Saturday,4,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1040,1216,Chevy Bolt,100.0,178,Los Angeles,2024-02-20 15:00:00,2024-02-20 16:06:00,1.77281,23.7033,Night,Sunday,6,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1041,1217,Chevy Bolt,75.0,357,Houston,2024-02-20 16:00:00,2024-02-20 19:24:00,3.30687,10.9064,Evening,Friday,2,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1042,1218,Nissan Leaf,50.0,498,Chicago,2024-02-20 17:00:00,2024-02-20 19:00:00,2.20614,23.9203,Night,Saturday,7,Level 1,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1043,1219,Hyundai Kona,62.0,416,San Francisco,2024-02-20 18:00:00,2024-02-20 20:23:00,2.26075,35.1824,Night,Monday,7,DC Fast Charger,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1044,1220,Tesla Model 3,100.0,451,San Francisco,2024-02-20 19:00:00,2024-02-20 22:55:00,1.73028,30.5945,Morning,Sunday,5,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1045,1221,Nissan Leaf,75.0,3,San Francisco,2024-02-20 20:00:00,2024-02-20 22:37:00,1.13103,29.151,Night,Saturday,0,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1046,1222,BMW i3,50.0,214,New York,2024-02-20 21:00:00,2024-02-21 00:24:00,3.59024,12.3921,Morning,Monday,0,Level 2,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1047,1223,BMW i3,85.0,342,Chicago,2024-02-20 22:00:00,2024-02-21 00:31:00,2.15922,23.7723,Night,Saturday,3,Level 1,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1048,1224,Chevy Bolt,85.0,74,Los Angeles,2024-02-20 23:00:00,2024-02-21 00:38:00,2.44142,10.9105,Night,Monday,0,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1049,1225,Chevy Bolt,50.0,51,San Francisco,2024-02-21 00:00:00,2024-02-21 03:35:00,2.49466,21.9786,Night,Friday,4,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1050,1227,Chevy Bolt,100.0,332,New York,2024-02-21 02:00:00,2024-02-21 03:01:00,0.979076,6.69269,Night,Sunday,3,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1051,1228,Tesla Model 3,64.9254,93,Los Angeles,2024-02-21 03:00:00,2024-02-21 04:33:00,3.49812,37.5077,Morning,Saturday,3,Level 2,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
